CATEGORY,OBJECTID,BLDG_ID,MAPREF,UNITNUM,STRNUM,STRNAM,BLDGNAM,BLDGAGE,DEVELOPER,ARCHITECT,STRATA,M_BLDGHGT,NUM_B_GRND,NUM_A_GRND,NUM_MEZZ,SQM_SITCVR,SQM_FTPRNT,NUM_RES,SQM_B_GRND,SQM_A_GRND,SQM_RES,SQM_NRES,SQM_XRES,SQM_XNRES,SS_REGDATE,SS_CODE,SS_STATDEC,HERITAGE,MOVED,SHAPE.area,SHAPE.len,kml_name,X,Y
Police,69373,94,398000,,549,COLUMBIA ST,Police Building/C-To-C,1955,GOVT OF CANADA,E.A. GARDINER,Y,19.81,0,5,1,2561.52,1831.58,45,0,5377.14,0,5377.14,0,0,,Unknown,,Y,0,2267.02828938361,221.726897957312,Police Building/C-To-C,-122.907634693123,49.2037035319827
